app_name,price,id,developer,principal_genre,principal_tag,principal_spec,release_year
3DMark Cloud Gate benchmark,0.0,406960,Futuremark,Utilities,Utilities,Downloadable Content,2015
3DMark Ice Storm benchmarks,0.0,406950,Futuremark,Utilities,Utilities,Downloadable Content,2015
Space Pilgrim Episode I: Alpha Centauri,1.99,429470,"Pilgrim Adventures,GrabTheGames Studios",Adventure,Adventure,Single-player,2015
PlanetSide 2 Essential Pack,8.866131486539212,429730,Daybreak Game Company,Action,Free to Play,Multi-player,2015
Moonshot,4.99,426930,Pump Action Games,Action,Early Access,Single-player,2015
Elements: Epic Heroes,6.99,410490,Zadzen Games Ltd.,Action,Action,Single-player,2015
UnSummoning: the Spectral Horde,3.99,417060,Roaming Ground Studio,Action,Action,Single-player,2015
Snake Blocks,4.99,339320,Spooky Cat,Casual,Casual,Single-player,2015
Cardinal Quest 2 Soundtrack,6.99,430000,Randomnine Ltd,Indie,RPG,Single-player,2015
Puzzle Strike,14.99,386740,Sirlin Games,Indie,Strategy,Single-player,2015
Dance of Death,3.99,430020,eight game studio,Adventure,Adventure,Single-player,2015
Lightrise™,0.99,382250,Bulkhead Studios Corporation,Action,Action,Multi-player,2015
Aviary Attorney Soundtrack,7.99,427650,Sketchy Logic,Adventure,Adventure,Single-player,2015
Aviary Attorney,14.99,384630,Sketchy Logic,Adventure,Indie,Single-player,2015
Nature Defenders,1.99,430280,Nordic Mist Games,Casual,Strategy,Single-player,2015
Drift Streets Japan,4.99,412880,JDM4iK,Action,Racing,Single-player,2015
Hauntsters,4.99,428240,Shark Tree Studios,Action,Action,Multi-player,2015
Counter-Strike Nexon: Zombies - Rivals DLC,14.99,429450,Nexon,Action,Massively Multiplayer,Single-player,2015
3DMark Fire Strike benchmarks,0.0,402290,Futuremark,Utilities,Utilities,Downloadable Content,2015
Strange Space,0.99,361250,Mayhem Games USA,Action,Early Access,Single-player,2015
3DMark Sky Diver benchmark,0.0,393480,Futuremark,Utilities,Utilities,Downloadable Content,2015
VRMark Preview,0.0,428810,Sin dato,Sin dato,Utilities,Downloadable Content,2017
UnderRail,14.99,250520,Stygian Software,Indie,RPG,Single-player,2015
Gnomes Garden,5.99,415830,"Workroom7,Creobit",Casual,Strategy,Single-player,2015
ScudBuster,4.99,425010,HyperKat Games,Action,Action,Single-player,2015
Blood of Magic,9.99,426590,Stoneworks Games,Adventure,Early Access,Single-player,2015
The ORPHEUS Ruse Demo,8.866131486539212,428030,Choice of Games,Indie,RPG,Single-player,2013
The ORPHEUS Ruse,4.99,428020,Choice of Games,Indie,RPG,Single-player,2013
Rocksmith® 2014 – Mötley Crüe - “Home Sweet Home”,2.99,390410,Ubisoft - San Francisco,Casual,Casual,Single-player,2015
Fantasy Grounds - AAW Map Pack Vol 2,29.99,425181,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2015
Fantasy Grounds - AAW Map Pack Vol 1,29.99,425180,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2015
Fantasy Grounds - AAW Map Pack Vol 3,29.99,425182,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2015
Fantasy Grounds - Baldur's Gate: Enhanced Edition Item Pack,7.99,428520,"SmiteWorks USA, LLC",Indie,RPG,Multi-player,2015
Swords and Sorcery - Underworld - Definitive Edition,14.99,408400,OlderBytes,Adventure,RPG,Single-player,2015
Pay2Win: The Tricks Exposed,4.99,416760,Best Gaem Studio,Adventure,Simulation,Single-player,2015
GravBlocks - Puzzle Solver,0.99,420450,From Nothing Game Studios,Casual,Indie,Single-player,2015
Rocksmith® 2014 – Mötley Crüe - “Kickstart My Heart”,2.99,390406,Ubisoft - San Francisco,Casual,Casual,Single-player,2015
GravBlocks,3.99,403300,From Nothing Game Studios,Casual,Indie,Single-player,2015
Monsterland,0.99,406920,Second Variety Games,Action,Indie,Single-player,2015
Tabletop Simulator - Mistfall,7.99,425960,"Berserk Games,NSKN Games",Casual,Strategy,Single-player,2015
VEGA Conflict,0.0,339600,KIXEYE,Free to Play,Free to Play,Multi-player,2015
Star Nomad 2,12.99,414950,Huy Phan,Indie,Space,Single-player,2015
Puzzle Strike - Shadows Characters,14.99,408550,Sirlin Games,Indie,Strategy,Single-player,2015
Nulldrifters,1.99,397640,Cliax Games,Racing,Racing,Single-player,2015
Design Award Costumes 2015 Set,18.99,425140,"Team NINJA,KOEI TECMO GAMES CO., LTD.",Action,Action,Single-player,2015
Avaris 2: The Return of the Empress,7.99,421890,StudioGIW,Action,Action,Single-player,2015
Nuclear Throne - Original Soundtrack by Jukio Kallio,7.99,428400,Jukio Kallio,Action,Action,Single-player,2015
Element,10.99,422300,Flightless,Action,Early Access,Single-player,2015
Dragonpath Demo,8.866131486539212,428090,Ebonscale Games,Action,Action,Single-player,2015
Squad,39.99,393380,Offworld Industries,Action,Early Access,Multi-player,2015
Gem Wars: Attack of the Jiblets,0.0,370590,Queen Birdface Productions,Action,Indie,Single-player,2015
MicroRC Simulation,1.99,418170,Minindustries Game Factory,Indie,Simulation,Single-player,2015
Project Pulsation,4.99,424000,VGstudio,Action,Action,Single-player,2015
Pyramid Raid,2.99,386510,Travian Games GmbH,Action,Action,Single-player,2015
Heroes of Normandie: US Rangers,1.99,421100,Cat Rabbit,Strategy,Strategy,Single-player,2015
WRC 5 - WRC eSports Pack 1,2.99,398472,Kylotonn Racing Games,Racing,Racing,Single-player,2015
Undercover Missions: Operation Kursk K-141,9.99,403390,The Game Species,Adventure,Adventure,Single-player,2015
Metal War Online: Retribution,0.0,412470,GDT Limited,Action,Early Access,Multi-player,2015
Axion,1.99,380570,Droog71,Action,Action,Single-player,2015
WRC 5 - Season Pass,7.99,398471,Kylotonn Racing Games,Racing,Racing,Single-player,2015
Foosball: World Tour,8.99,386400,"Grip Games,3Division",Casual,Sports,Single-player,2015
Foosball: World Tour - Bonus Cities,1.99,401700,"Grip Games,3Division",Casual,Indie,Single-player,2015
Choice of Kung Fu,4.99,423440,Choice of Games,Indie,RPG,Single-player,2012
"1,000 Heads Among the Trees",6.99,406730,Aaron Oldenburg,Indie,Indie,Single-player,2015
Fantasy Grounds - Baldur's Gate Portrait Pack,1.99,425030,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2015
Fantasy Grounds - Baldur's Gate Enhanced Portrait Pack,1.99,425090,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2015
Fantasy Grounds - Baldur's Gate II Portrait Pack,1.99,425060,"SmiteWorks USA, LLC",Indie,Indie,Multi-player,2015
Fantasy Grounds - Icewind Dale Portrait Pack,1.99,425020,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2015
Stories of Bethem: Full Moon,4.99,412270,GuGames Development,Action,Indie,Single-player,2015
WRC 5 - WRC Concept Car S,2.99,398470,Kylotonn Racing Games,Racing,Racing,Single-player,2015
Stone Tales,0.99,405590,Yellow Worm Studios,Adventure,Indie,Single-player,2015
Battle Chess: Game of Kings™,29.99,200150,"Olde Sküül,Sculptured Software",Casual,Strategy,Single-player,2015
Iverson,4.99,422550,Sin dato,Sin dato,Sports,Captions available,2015
Rubled,2.99,402460,Abrupt Games,Casual,Casual,Single-player,2015
Choice of Kung Fu Demo,8.866131486539212,423450,Choice of Games,Indie,RPG,Single-player,2012
MechWarrior Online™ - Heavy ‘Mech Performance Steam Pack,49.99,412242,Piranha Games Inc.,Action,Strategy,Multi-player,2015
MechWarrior Online™ - Assault ‘Mech Performance Steam Pack,59.99,412243,Piranha Games Inc.,Action,Massively Multiplayer,Multi-player,2015
Blood and Gold: Caribbean!,19.99,413710,Snowbird Games,Action,Pirates,Single-player,2015
MechWarrior Online™ - Light ‘Mech Performance Steam Pack,29.99,412240,Piranha Games Inc.,Action,Simulation,Multi-player,2015
MechWarrior Online™ - Medium ‘Mech Performance Steam Pack,39.99,412241,Piranha Games Inc.,Action,Strategy,Multi-player,2015
Devilian,0.0,407510,Bluehole Ginno Games,Action,Free to Play,Multi-player,2015
Gamefuel Driver Control,29.99,417540,Auslogics Software,Utilities,Utilities,Sin dato,2015
Devilian: Awakened Pack,19.99,425981,Bluehole Ginno Games,Action,Action,Multi-player,2015
Devilian: Revival Pack,4.99,425980,Bluehole Ginno Games,Action,RPG,Multi-player,2015
Pale Echoes,4.99,377190,Wyrmling Productions,Indie,RPG,Single-player,2015
FSX: Steam Edition - REX 4 Texture Direct Enhanced Edition Add-On,24.99,379542,REX,Simulation,Simulation,Single-player,2015
FSX: Steam Edition - FTX Trees HD Add-On,12.99,379565,Orbx,Simulation,Simulation,Single-player,2015
Reverse x Reverse,9.99,413580,desunoya,Action,Action,Single-player,2015
Block Story™,2.99,270110,"MindBlocks Studio, LLC",Action,RPG,Single-player,2015
RTK Maker - Face CG Koei Variety Set - 三国志ツクール 顔登録素材 「コーエーバラエティ」セット,1.99,426200,"KOEI TECMO GAMES CO., LTD.",Simulation,Simulation,Single-player,2015
Robotpencil Presents: Dynamic Lighting,15.99,413960,Sin dato,Sin dato,Tutorial,Sin dato,2015
GGXrd System Voice - MILLIA RAGE,0.99,419476,Arc System Works,Action,Action,Single-player,2015
RTK Maker - Face CG Gust Set - 三国志ツクール 顔登録素材 「ガスト」セット,6.99,426720,"KOEI TECMO GAMES CO., LTD.",Simulation,Simulation,Single-player,2015
RTK Maker - Face CG Neo Romance Set - 三国志ツクール 顔登録素材 「ネオロマンス」セット,4.99,426700,"KOEI TECMO GAMES CO., LTD.",Simulation,Simulation,Single-player,2015
RTK Maker - Face CG Tecmo Set - 三国志ツクール 顔登録素材 「テクモ」セット,1.99,426710,"KOEI TECMO GAMES CO., LTD.",Simulation,Simulation,Single-player,2015
RaceRoom - Audi Sport TT Cup 2015,4.99,422670,Sector3 Studios,Free to Play,Racing,Single-player,2015
PewDiePie: Legend of the Brofist,7.99,390520,Outerminds Inc.,Action,Memes,Single-player,2015
MotoGP™15 Compact,9.99,403880,Milestone S.r.l.,Racing,Racing,Single-player,2015
Fist Slash: Of Ultimate Fury,3.99,409070,Sinclair Strange,Action,Indie,Single-player,2015
Rytmik Ultimate,17.99,375840,"CINEMAX, s.r.o.",Audio Production,Audio Production,Steam Achievements,2015
Shadowrun Chronicles: INFECTED Director's Cut,29.99,421900,Cliffhanger Productions,Indie,Strategy,Single-player,2015
OMSI 2 Add-On Projekt Gladbeck,34.99,405360,Kevin Nitschmann/Darius Bode,Simulation,Simulation,Single-player,2015
Crossbow Warrior - The Legend of William Tell,4.99,412010,MobyDick Games,Action,Action,Single-player,2015
Train Simulator: NJ TRANSIT® GP40PH-2B Loco Add-On,19.99,325991,Dovetail Games,Simulation,Simulation,Single-player,2015
RoBoRumble,5.99,420970,Metropolis,Indie,Strategy,Single-player,1998
LIGHTNING RETURNS™: FINAL FANTASY® XIII,19.99,345350,Square Enix,RPG,RPG,Single-player,2015
Raiden Legacy - Steam Edition,9.99,407600,DotEmu,Action,Action,Single-player,2015
GGXrd Extra Color Palettes - AXL LOW,0.99,419947,Arc System Works,Action,Action,Single-player,2015
GGXrd Extra Color Palettes - POTEMKIN,0.99,419946,Arc System Works,Action,Action,Single-player,2015
GGXrd Extra Color Palettes - FAUST,0.99,419948,Arc System Works,Action,Action,Single-player,2015
GGXrd Extra Color Palettes - CHIPP ZANUFF,0.99,419944,Arc System Works,Action,Action,Single-player,2015
GGXrd Extra Color Palettes - MAY,0.99,419942,Arc System Works,Action,Action,Single-player,2015
GGXrd Extra Color Palettes - VENOM,0.99,419945,Arc System Works,Action,Action,Single-player,2015
GGXrd Extra Color Palettes - KY KISKE,0.99,419941,Arc System Works,Action,Action,Single-player,2015
GGXrd Extra Color Palettes - SOL BADGUY,0.99,419940,Arc System Works,Action,Action,Single-player,2015
GGXrd Extra Color Palettes - MILLIA RAGE,0.99,419943,Arc System Works,Action,Action,Single-player,2015
GGXrd System Voice - LEO WHITEFANG,0.99,419939,Arc System Works,Action,Action,Single-player,2015
GGXrd System Voice - SLAYER,0.99,419933,Arc System Works,Action,Action,Single-player,2015
GGXrd System Voice - BEDMAN,0.99,419935,Arc System Works,Action,Action,Single-player,2015
GGXrd System Voice - RAMLETHAL VALENTINE,0.99,419936,Arc System Works,Action,Action,Single-player,2015
GGXrd System Voice - FAUST,0.99,419931,Arc System Works,Action,Action,Single-player,2015
GGXrd System Voice - AXL LOW,0.99,419930,Arc System Works,Action,Action,Single-player,2015
GGXrd System Voice - POTEMKIN,0.99,419479,Arc System Works,Action,Action,Single-player,2015
GGXrd System Voice - VENOM,0.99,419478,Arc System Works,Action,Action,Single-player,2015
GGXrd System Voice - CHIPP ZANUFF,0.99,419477,Arc System Works,Action,Action,Single-player,2015
Red Game Without A Great Name,2.99,419500,iFun4all S.A.,Action,Action,Single-player,2015
FIVE: Guardians of David Art Book,2.99,422691,Kingdom Games,Action,Action,Single-player,2015
Vector Strain,4.99,419090,OMNIDREAM CREATIONS,Action,Action,Single-player,2015
Vector Strain OST,1.99,426220,OMNIDREAM CREATIONS,Action,Action,Single-player,2015
FIVE: Guardians of David Soundtrack,2.99,422690,Kingdom Games,Action,Action,Single-player,2015
Vehicle Simulator,24.99,416190,Quality Simulations,Indie,Simulation,Single-player,2009
Essential Gliders,0.0,425910,Quality Simulations,Indie,Indie,Single-player,2015
Essential Helicopters,0.0,425920,Quality Simulations,Indie,Indie,Single-player,2015
Essential Boats,0.0,425930,Quality Simulations,Indie,Simulation,Single-player,2015
Essential Planes,0.0,425750,Quality Simulations,Indie,Simulation,Single-player,2015
Essential Scenery,0.0,425940,Quality Simulations,Indie,Indie,Single-player,2015
The Last Dream: Developer's Edition Demo,8.866131486539212,426900,Specialbit Studio,Adventure,Adventure,Single-player,2015
Wrestling Spirit 3,19.99,422140,Grey Dog Software,Simulation,Simulation,Single-player,2015
LocoSoccer,0.99,396360,Startreming,Indie,Sports,Single-player,2015
Romance of the Three Kingdoms Maker / 三国志ツクール,9.99,397720,"KOEI TECMO GAMES CO., LTD.",Simulation,Simulation,Single-player,2015
GGXrd Extra Color Palettes - LEO WHITEFANG,0.99,419966,Arc System Works,Action,Action,Single-player,2015
Comic Book Hero: The Greatest Cape,19.99,422130,Grey Dog Software,RPG,RPG,Single-player,2015
RTK Maker - Upgrade to Full Edition - 三国志ツクール フル版アップグレードキー,9.99,413590,"KOEI TECMO GAMES CO., LTD.",Simulation,Simulation,Single-player,2015
Gun Wings,3.99,348240,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ",Action,Bullet Hell,Single-player,2014
The Escapists - Santa's Sweatshop,0.0,412990,Team17 Digital Ltd,Action,Strategy,Single-player,2015
Castle Chaos,7.99,412410,Odd Comet Games,Action,Strategy,Single-player,2015
VolChaos,2.99,354030,Fun Infused Games,Action,Adventure,Single-player,2015
Ace of Spades: Battle Builder - Hurt + Heal Pack,7.99,420650,Jagex Limited,Action,Action,Multi-player,2015
History in Letters - The Eternal Alchemist,7.99,318680,Z-Software,Adventure,Adventure,Single-player,2015
FSX: Steam Edition - Diamond DA20-100 Katana 4X Add-On,24.99,379563,Aerosoft GmbH,Simulation,Simulation,Single-player,2015
Apotheon Arena,0.0,417890,Alientrap,Action,Free to Play,Single-player,2015
The Mean Greens - Plastic Warfare,9.99,360940,"Virtual Basement LLC,Code Headquarters LLC",Action,Action,Multi-player,2015
FSX: Steam Edition - Arctic Rescue Add-On,16.99,343962,Jane Rachel Whittaker,Simulation,Simulation,Single-player,2015
Rocksmith® 2014 – Tenacious D - “Tribute”,2.99,390402,Ubisoft - San Francisco,Casual,Casual,Single-player,2015
Rocksmith® 2014 – Tenacious D - “The Metal”,2.99,390403,Ubisoft - San Francisco,Casual,Casual,Single-player,2015
Ultimate Grenade Tutorial - Hardsurface 3D Course,8.866131486539212,425680,Sin dato,Sin dato,Design & Illustration,Commentary available,2015
Rocksmith® 2014 – Tenacious D Song Pack,7.99,390405,Ubisoft - San Francisco,Casual,Simulation,Single-player,2015
Mytheon,9.99,413030,Petroglyph,Action,Action,Single-player,2010
Rocksmith® 2014 – Tenacious D - “Master Exploder”,2.99,390404,Ubisoft - San Francisco,Casual,Casual,Single-player,2015
Ben and Ed,9.99,395200,Sluggerfly,Action,Action,Single-player,2015
City of Chains,8.99,412170,Astronomic Games,Adventure,Indie,Single-player,2015
100% Orange Juice - Sham & Sherry Character Pack,1.99,425360,Orange_Juice,Indie,Strategy,Single-player,2015
Zombie Vikings,11.99,337480,Zoink Games,Action,Action,Single-player,2015
Zombie Vikings - Raybjörn Character,2.99,402640,Zoink Games,Action,Action,Single-player,2015
Zombie Vikings - Soundtrack,4.99,412960,Zoink Games,Action,Action,Single-player,2015
Adventurer Manager - Endless Tower,1.99,348210,Vigilant Addiction Studios,Adventure,Adventure,Single-player,2015
Zombie Vikings - Frostbjörn Character,2.99,402650,Zoink Games,Action,Action,Single-player,2015
Detective Grimoire Soundtrack,2.99,421950,SFB Games,Adventure,Indie,Single-player,2015
Haunt the House: Terrortown Soundtrack,2.99,421940,SFB Games,Action,Action,Single-player,2015
Bullet Heaven 2 - Soundtrack,8.866131486539212,419210,Phyrnna,Action,Action,Single-player,2015
Volvox,9.99,392600,Neotenia,Indie,Indie,Single-player,2015
Celestian Tales: Old North - Original Soundtrack,14.99,413330,Ekuator Games,Indie,RPG,Single-player,2015
Message Quest: Original Soundtrack,0.0,421920,Royal Troupe,Adventure,Adventure,Single-player,2015
Pool Nation FX - Unlock Offline,8.99,421771,Cherry Pop Games,Casual,Massively Multiplayer,Single-player,2015
Pool Nation FX - Unlock Online,3.99,421770,Cherry Pop Games,Casual,Strategy,Single-player,2015
Celestrion,0.99,424100,Sin dato,Sin dato,Simulation,Single-player,2017
Pool Nation FX Lite,0.0,314000,Cherry Pop Games,Casual,Free to Play,Single-player,2015
Dexterity Ball 3D™,6.99,403680,Quandary Solutions LTD,Action,Action,Single-player,2015
Manyland,11.99,342280,Manyland,Action,Massively Multiplayer,Multi-player,2015
Night Owls,6.99,422530,Sin dato,Sin dato,Movie,Captions available,2015
The Ritual on Weylyn Island,4.99,381050,zemaGamez,Action,Action,Single-player,2015
Rise of Keepers,12.99,422210,Samaritan Studios,Indie,Early Access,Single-player,2015
Blessed Ones: The Magic Wolves,7.99,424310,Wolf Ray Studios,Indie,Early Access,Single-player,2015
Nuclear Throne,11.99,242680,Vlambeer,Action,Rogue-like,Single-player,2015
Metaverse Construction Kit,0.0,422630,Sin dato,Sin dato,Free to Play,Single-player,2017
SquareCells,2.99,416770,Matthew Brown,Casual,Indie,Single-player,2015
The Curious Expedition OST,8.99,408510,Maschinen-Mensch,Adventure,Strategy,Downloadable Content,2015
DiRT Rally,59.99,310560,Sin dato,Sin dato,Racing,Single-player,2017
Bullet Heaven 2,11.99,412670,Matt Roszak,Action,Indie,Single-player,2015
HELLDIVERS™ - Ranger Pack,2.99,395230,Arrowhead Game Studios,Action,Action,Single-player,2015
